"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WESD","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-02-21","0.00","0.0","21.0",,"15","-10","0.0","    1",,,,,,"    1","    1",,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-02-22","0.00","0.1","20.0",,"16","-9","0.0",,,,,,,,,,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-02-23","0.00","0.0","19.0",,"21","-20","0.0","    1","    1",,,,,,"    1",,,,,,,,"    1",,,"    1",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-02-24","0.00","0.0","19.0",,"32","16","0.0",,,,,,,,"    1",,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-02-25","0.13","2.0","18.0",,"30","9","0.0","    1",,,,"    1",,"    1","    1",,,,,,"    1","    1","    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-02-26","0.07","2.2","20.0",,"9","-7","0.0","    1",,,,,,"    1","    1",,,,,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-02-27","0.00","0.0","19.0",,"3","-28","0.0",,,,,,,"    1","    1",,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-02-28","0.00","0.0","18.0",,"10","-29","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-01","0.00","0.0","18.0",,"12","-27","0.0","    1",,,,,,"    1","    1",,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-02","0.00","0.0","18.0",,"23","-24","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-03","0.00","0.0","18.0",,"33","7","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-04","0.07","0.0","18.0",,"39","20","0.0",,,,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-05","0.00","0.0","18.0",,"41","26","0.0",,,,,,,,"    1",,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-06","0.01","0.0","18.0",,"34","21","0.0","    1",,,,,,,"    1",,,"    1",,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-07","0.00","0.0","18.0",,"21","-5","0.0",,,,,,,,"    1",,,,,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-08","0.00","0.0","18.0",,"32","-6","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-09","0.29","5.7","18.0",,"29","21","0.0","    1",,,,,,,"    1",,,"    1",,,"    1",,"    1","    1",,"    1",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-10","0.75","13.1","23.0",,"21","0","0.0","    1","    1",,,,,"    1","    1","    1",,,,,"    1",,"    1",,,"    1",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-11","0.01","0.1","30.0",,"0","-17","0.0",,,,,,,,"    1","    1",,,,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-12","0.00","0.0","30.0",,"16","-28","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-13","0.00","0.0","28.0",,"36","-3","0.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-14","0.00","0.0","27.0",,"53","26","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-15","0.00","0.0","22.0",,"57","23","0.0","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-16","0.00","0.0","18.0",,"58","34","0.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-17","0.00","0.0","17.0",,"45","29","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-18","0.00","0.0","14.0",,"29","8","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-19","0.00","0.0","13.0",,"27","1","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-20","0.05","0.0","13.0",,"34","13","0.0","    1",,,,,,"    1","    1",,,"    1",,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-21","0.00","0.0","13.0",,"39","28","0.0","    1","    1",,,,,,,"    1",,"    1",,,,,,,,"    1",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-22","0.00","0.0","13.0",,"43","27","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-23","1.21","0.0","12.0",,"37","32","0.0","    1",,,,"    1",,,,,,"    1",,,"    1","    1",,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-24","0.63","0.0","10.0",,"38","33","0.0","    1",,,,"    1",,,,,,"    1",,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-25","0.23","1.0","10.0",,"37","21","0.0","    1",,,,"    1",,"    1","    1",,,,,,"    1",,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-26","0.13","2.8","14.0",,"22","15","0.0","    1",,,,,,"    1","    1",,,,,,"    1",,"    1","    1",,"    1",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-27","0.00","0.0","14.0",,"23","7","0.0","    1",,,,,,"    1","    1",,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-28","0.00","0.0","14.0",,"31","2","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-29","0.00","0.0","13.0",,"36","6","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-30","0.00","0.0","12.0",,"38","10","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-03-31","0.42","7.4","12.0",,"34","28","0.0","    1","    1",,,,,,"    1","    1",,,,,"    1",,"    1",,,"    1",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-01","0.10","1.3","19.0",,"33","28","0.0","    1",,,,,,"    1","    1",,,"    1",,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-02","0.02","0.4","19.0",,"34","29","0.0","    1",,,,,,,"    1",,,"    1",,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-03","0.01","0.2","18.0",,"38","30","0.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-04","0.00","0.0","18.0",,"37","24","0.0",,,,,,,,"    1",,,,,,,,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-05","0.00","0.0","17.0",,"34","20","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-06","0.00","0.0","17.0",,"38","21","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-07","0.00","0.0","14.0",,"42","15","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-08","0.00","0.0","14.0",,"44","22","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-09","0.00","0.0","12.0",,"40","23","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-10","0.00","0.0","9.0",,"43","19","0.0",,,,,,,,"    1",,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-11","0.00","0.0","7.0",,"50","18","0.0","    1",,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-12","0.00","0.0","3.0",,"58","28","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-13","0.00","0.0","0.0",,"54","34","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-14","0.00","0.0","0.0",,"59","30","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-15","0.00","0.0","0.0",,"63","30","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-16","0.00","0.0","0.0",,"68","32","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-17","0.00","0.0","0.0",,"65","39","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-18","0.00","0.0","0.0",,"44","34","0.0",,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-19","0.01","0.0","0.0",,"43","34","0.0","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-20","0.00","0.0","0.0",,"43","32","0.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-21","0.00","0.0","0.0",,"58","28","0.0",,,,,,,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-22","0.00","0.0","0.0",,"51","26","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-23","0.01","0.0","0.0",,"71","35","0.0","    1",,"    1",,,,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-24","0.26","0.0","0.0",,"48","29","0.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-25","0.00","0.0","0.0",,"52","25","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-26","0.21","0.0","0.0",,"48","26","0.0","    1",,,,"    1",,,,,,"    1",,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-27","0.02","0.0","0.0",,"50","32","0.0","    1",,,,"    1",,,,,,"    1",,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-28","0.00","0.0","0.0",,"57","23","0.0","    1","    1",,,,,,,,,"    1",,,,,,,,"    1",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-29","0.14","0.0","0.0",,"62","32","0.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-04-30","0.33","0.0","0.0",,"55","36","0.0","    1",,"    1",,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-01","0.00","0.0","0.0",,"47","31","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-02","0.00","0.0","0.0",,"54","29","0.0",,,,,,,,,,,,,,"    1",,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-03","0.00","0.0","0.0",,"56","25","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-04","0.00","0.0","0.0",,"67","24","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-05","0.22","0.0","0.0",,"62","38","0.0","    1",,,,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-06","0.04","0.0","0.0",,"75","42","0.0",,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-07","0.01","0.0","0.0",,"57","39","0.0","    1",,,,"    1",,,"    1",,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-08","0.01","0.0","0.0",,"47","35","0.0","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-09","0.04","0.0","0.0",,"41","29","0.0","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,"    1","    1",,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-10","0.00","0.0","0.0",,"57","28","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-11","0.00","0.0","0.0",,"65","25","0.0","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-12","0.73","0.0","0.0",,"54","40","0.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-13","0.16","0.1","0.0",,"67","33","0.0","    1",,"    1",,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-14","0.00","0.2","0.0",,"41","27","0.0","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-15","0.34","0.0","0.0",,"63","32","0.0","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-16","0.00","0.3","0.0",,"50","29","0.0","    1",,,,,,,"    1",,,"    1",,,"    1",,"    1",,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-17","0.00","0.0","0.0",,"65","33","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-18","0.00","0.0","0.0",,"69","43","0.0",,,,,,,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-19","0.01","0.0","0.0",,"52","38","0.0",,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-20","0.01","0.0","0.0",,"84","39","0.0",,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-21","0.01","0.0","0.0",,"59","32","0.0",,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-22","0.11","0.0","0.0",,"68","29","0.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-23","0.00","0.0","0.0",,"61","32","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-24","0.00","0.0","0.0",,"69","28","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-25","0.41","0.0","0.0",,"58","43","0.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-26","0.19","0.0","0.0",,"51","43","0.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-27","0.00","0.0","0.0",,"57","37","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-28","0.00","0.0","0.0",,"71","33","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-29","0.31","0.0","0.0",,"67","34","0.0","    1",,"    1",,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-30","0.00","0.0","0.0",,"55","31","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-05-31","0.08","0.0","0.0",,"54","30","0.0","    1",,,,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-01","0.07","0.0","0.0",,"63","38","0.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-02","0.00","0.0","0.0",,"59","32","0.0","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-03","0.00","0.0","0.0",,"69","29","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-04","0.06","0.0","0.0",,"71","48","0.0","    1",,,,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-05","0.00","0.0","0.0",,"53","33","0.0",,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-06","0.00","0.0","0.0",,"56","27","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-07","0.00","0.0","0.0",,"60","45","0.0",,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-08","0.17","0.0","0.0",,"50","46","0.0","    1",,,,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-09","0.01","0.0","0.0",,"62","43","0.0",,,,,,,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-10","0.01","0.0","0.0",,"64","37","0.0",,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-11","0.07","0.0","0.0",,"63","33","0.0","    1","    1",,,"    1",,,,"    1",,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-12","0.33","0.0","0.0",,"73","45","0.0","    1",,"    1",,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-13","0.01","0.0","0.0",,"74","45","0.0",,,,,,,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-14","0.00","0.0","0.0",,"75","34","0.0",,,,,,,,"    1",,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-15","0.00","0.0","0.0",,"83","41","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-16","0.01","0.0","0.0",,"78","53","0.0",,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-17","0.02","0.0","0.0",,"78","54","0.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-18","0.00","0.0","0.0",,"78","59","0.0","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-19","0.58","0.0","0.0",,"74","61","0.0","    1",,"    1",,"    1",,,"    1",,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-20","0.00","0.0","0.0",,"81","53","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-21","0.00","0.0","0.0",,"82","47","0.0",,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-22","0.01","0.0","0.0",,"80","56","0.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-23","0.06","0.0","0.0",,"83","53","0.0","    1",,"    1",,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-24","0.00","0.0","0.0",,"82","53","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-25","0.00","0.0","0.0",,"77","48","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-26","0.00","0.0","0.0",,"84","41","0.0",,,,,,,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-27","0.19","0.0","0.0",,"70","57","0.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-28","0.26","0.0","0.0",,"63","55","0.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-29","0.04","0.0","0.0",,"57","50","0.0","    1",,,,"    1",,"    1","    1",,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-06-30","0.00","0.0","0.0",,"58","49","0.0",,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-07-01","0.00","0.0","0.0",,"64","49","0.0",,,,,,,"    1","    1",,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-07-02","0.00","0.0","0.0",,"71","48","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-07-03","0.00","0.0","0.0",,"73","44","0.0","    1",,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-07-04","0.00","0.0","0.0",,"76","38","0.0","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-07-05","0.00","0.0","0.0",,"74","40","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-07-06","0.00","0.0","0.0",,"75","40","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-07-07","0.03","0.0","0.0",,"72","46","0.0","    1",,,,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-07-08","0.00","0.0","0.0",,"77","44","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-07-09","0.09","0.0","0.0",,"74","53","0.0","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-07-10","0.06","0.0","0.0",,"73","50","0.0","    1",,,,"    1",,,,,,,,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-07-11","0.00","0.0","0.0",,"67","41","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-07-12","0.00","0.0","0.0",,"71","35","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-07-13","0.00","0.0","0.0",,"77","35","0.0",,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-07-14","1.42","0.0","0.0",,"71","41","0.0","    1",,"    1",,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2009-07-15","0.01","0.0","0.0",,"63","52","0.0","    1","    1",,,"    1",,,"    1","    1",,"    1",,,"    1",,,,,,
