"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-13 23:00","1967","04","13","23:00","7.2","","0.6","","63","","14","","13","","24.1","","96.40","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 00:00","1967","04","14","00:00","6.7","","1.1","","66","","11","","10","","16.1","","96.35","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 01:00","1967","04","14","01:00","4.4","","2.2","","86","","7","","10","","12.9","","96.23","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 02:00","1967","04","14","02:00","3.9","","2.2","","90","","9","","6","","8.0","","96.14","","","","","","Rain,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 03:00","1967","04","14","03:00","3.3","","2.8","","98","","7","","3","","3.2","","96.07","","","","","","Moderate Rain,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 04:00","1967","04","14","04:00","3.9","","3.3","","95","","9","","3","","8.0","","96.01","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 05:00","1967","04","14","05:00","3.9","","3.9","","100","","14","","3","","6.4","","95.93","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 06:00","1967","04","14","06:00","4.4","","3.9","","95","","9","","8","","6.4","","95.82","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 07:00","1967","04","14","07:00","4.4","","3.9","","98","","9","","6","","6.4","","95.76","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 08:00","1967","04","14","08:00","4.4","","3.9","","98","","9","","19","","6.4","","95.64","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 09:00","1967","04","14","09:00","4.4","","3.9","","98","","5","","3","","4.8","","95.59","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 10:00","1967","04","14","10:00","4.4","","3.9","","98","","11","","8","","3.2","","95.58","","","","","","Rain,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 11:00","1967","04","14","11:00","5.0","","4.4","","95","","9","","10","","4.8","","95.52","","","","","","Rain,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 12:00","1967","04","14","12:00","5.6","","5.0","","98","","7","","6","","3.2","","95.38","","","","","","Rain,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 13:00","1967","04","14","13:00","6.7","","6.1","","98","","5","","3","","3.2","","95.28","","","","","","Drizzle,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 14:00","1967","04","14","14:00","7.2","","6.7","","98","","14","","10","","3.2","","95.21","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 15:00","1967","04","14","15:00","8.9","","8.3","","96","","14","","8","","1.6","","95.10","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 16:00","1967","04","14","16:00","9.4","","8.3","","94","","14","","6","","2.0","","95.02","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 17:00","1967","04","14","17:00","10.6","","9.4","","94","","11","","3","","6.4","","94.98","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 18:00","1967","04","14","18:00","11.1","","10.0","","94","","11","","5","","8.0","","94.94","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 19:00","1967","04","14","19:00","11.1","","10.0","","94","","7","","5","","6.4","","94.89","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 20:00","1967","04","14","20:00","8.9","","8.3","","98","","9","","5","","0.8","","94.87","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 21:00","1967","04","14","21:00","8.3","","7.8","","98","","5","","3","","0.4","","94.85","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 22:00","1967","04","14","22:00","7.8","","7.2","","98","","","","0","","0.4","","94.81","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-14 23:00","1967","04","14","23:00","7.8","","7.2","","98","","","","0","","0.2","","94.78","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 00:00","1967","04","15","00:00","7.2","","7.2","","100","","","","0","","0.2","","94.78","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 01:00","1967","04","15","01:00","6.7","","6.7","","100","","","","0","","0.2","","94.78","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 02:00","1967","04","15","02:00","6.1","","6.1","","100","","","","0","","1.2","","94.79","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 03:00","1967","04","15","03:00","5.6","","5.0","","95","","23","","6","","8.0","","94.81","","","","","","Rain,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 04:00","1967","04","15","04:00","7.8","","7.2","","98","","29","","11","","3.2","","94.92","","","","","","Drizzle,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 05:00","1967","04","15","05:00","6.1","","5.6","","96","","27","","6","","9.7","","95.04","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 06:00","1967","04","15","06:00","4.4","","3.9","","95","","25","","26","","9.7","","95.14","","","","","","Drizzle"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 07:00","1967","04","15","07:00","3.3","","2.8","","98","","27","","23","","9.7","","95.27","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 08:00","1967","04","15","08:00","2.2","","1.7","","97","","27","","26","","11.3","","95.42","","","","","","Rain,Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 09:00","1967","04","15","09:00","1.7","","1.1","","95","","27","","32","","19.3","","95.52","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 10:00","1967","04","15","10:00","1.7","","0.6","","92","","27","","26","","16.1","","95.64","","","","","","Drizzle"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 11:00","1967","04","15","11:00","1.7","","0.6","","92","","27","","23","","16.1","","95.70","","","","","","Drizzle"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 12:00","1967","04","15","12:00","2.8","","1.7","","92","","27","","26","","19.3","","95.78","","","","","","Drizzle"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 13:00","1967","04","15","13:00","2.8","","1.1","","90","","27","","19","","19.3","","95.86","","","","","","Drizzle"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 14:00","1967","04","15","14:00","3.3","","1.7","","88","","29","","16","","24.1","","95.98","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 15:00","1967","04","15","15:00","3.9","","1.1","","81","","27","","23","","24.1","","96.06","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 16:00","1967","04","15","16:00","5.0","","2.2","","82","","27","","16","","24.1","","96.10","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 17:00","1967","04","15","17:00","5.6","","1.7","","76","","27","","21","","24.1","","96.18","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 18:00","1967","04","15","18:00","5.0","","1.7","","80","","29","","18","","24.1","","96.25","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 19:00","1967","04","15","19:00","4.4","","1.7","","81","","29","","16","","24.1","","96.31","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 20:00","1967","04","15","20:00","4.4","","1.7","","84","","27","","13","","24.1","","96.35","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 21:00","1967","04","15","21:00","3.3","","1.7","","88","","27","","8","","24.1","","96.37","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 22:00","1967","04","15","22:00","2.8","","1.1","","90","","27","","5","","24.1","","96.43","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-15 23:00","1967","04","15","23:00","2.2","","1.1","","92","","27","","5","","24.1","","96.49","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 00:00","1967","04","16","00:00","2.8","","1.1","","87","","","","0","","24.1","","96.49","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 01:00","1967","04","16","01:00","0.0","","-0.6","","94","","","","0","","24.1","","96.54","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 02:00","1967","04","16","02:00","0.0","","-0.6","","94","","","","0","","12.9","","96.58","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 03:00","1967","04","16","03:00","2.2","","0.6","","87","","27","","3","","19.3","","96.60","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 04:00","1967","04","16","04:00","1.1","","0.6","","95","","","","0","","19.3","","96.53","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 05:00","1967","04","16","05:00","-1.1","","-2.2","","93","","18","","2","","24.1","","96.55","","","","-2","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 06:00","1967","04","16","06:00","-1.7","","-2.8","","93","","","","0","","19.3","","96.61","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 07:00","1967","04","16","07:00","-2.2","","-2.8","","95","","","","0","","24.1","","96.63","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 08:00","1967","04","16","08:00","0.6","","-1.1","","89","","","","0","","24.1","","96.64","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 09:00","1967","04","16","09:00","3.9","","0.6","","79","","5","","6","","24.1","","96.62","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 10:00","1967","04","16","10:00","6.1","","0.6","","68","","9","","6","","24.1","","96.52","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 11:00","1967","04","16","11:00","7.8","","-0.6","","55","","2","","6","","24.1","","96.50","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 12:00","1967","04","16","12:00","10.0","","0.6","","51","","5","","10","","24.1","","96.46","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 13:00","1967","04","16","13:00","11.1","","-0.6","","45","","2","","10","","24.1","","96.42","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 14:00","1967","04","16","14:00","12.2","","-0.6","","41","","5","","10","","24.1","","96.34","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 15:00","1967","04","16","15:00","13.9","","0.6","","40","","2","","10","","24.1","","96.26","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 16:00","1967","04","16","16:00","14.4","","0.0","","37","","9","","13","","24.1","","96.18","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 17:00","1967","04","16","17:00","15.0","","-0.6","","34","","9","","11","","24.1","","96.16","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 18:00","1967","04","16","18:00","14.4","","-1.1","","34","","7","","19","","24.1","","96.14","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 19:00","1967","04","16","19:00","13.9","","-1.7","","34","","7","","13","","24.1","","96.16","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 20:00","1967","04","16","20:00","11.7","","-3.3","","35","","9","","13","","24.1","","96.16","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 21:00","1967","04","16","21:00","11.1","","-1.1","","42","","11","","13","","24.1","","96.14","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 22:00","1967","04","16","22:00","10.0","","-1.1","","46","","11","","14","","24.1","","96.09","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-16 23:00","1967","04","16","23:00","8.9","","0.0","","53","","7","","11","","24.1","","95.98","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 00:00","1967","04","17","00:00","7.8","","0.0","","58","","9","","13","","24.1","","95.91","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 01:00","1967","04","17","01:00","7.2","","-1.1","","55","","7","","10","","19.3","","95.87","","","","","","Rain Showers"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 02:00","1967","04","17","02:00","6.1","","-1.7","","58","","7","","6","","24.1","","95.76","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 03:00","1967","04","17","03:00","5.6","","-1.7","","59","","9","","5","","24.1","","95.78","","","","","","Rain Showers"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 04:00","1967","04","17","04:00","2.8","","1.1","","90","","9","","6","","12.9","","95.83","","","","","","Moderate Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 05:00","1967","04","17","05:00","0.6","","0.0","","94","","5","","16","","16.1","","95.67","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 06:00","1967","04","17","06:00","0.0","","-1.1","","92","","5","","16","","16.1","","95.71","","","","-5","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 07:00","1967","04","17","07:00","0.0","","-1.1","","92","","5","","13","","12.9","","95.71","","","","-4","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 08:00","1967","04","17","08:00","0.0","","-0.6","","97","","2","","19","","6.4","","95.70","","","","-5","","Freezing Rain,Moderate Ice Pellets"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 09:00","1967","04","17","09:00","-0.6","","-1.7","","91","","7","","16","","8.0","","95.74","","","","-5","","Moderate Ice Pellets"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 10:00","1967","04","17","10:00","0.0","","-0.6","","94","","5","","19","","6.4","","95.80","","","","-5","","Moderate Freezing Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 11:00","1967","04","17","11:00","0.0","","-1.1","","92","","2","","13","","2.4","","95.88","","","","-4","","Snow,Heavy Ice Pellets"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 12:00","1967","04","17","12:00","-0.6","","-1.7","","91","","36","","16","","2.4","","95.94","","","","-5","","Snow,Ice Pellets"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 13:00","1967","04","17","13:00","-1.1","","-1.7","","95","","36","","13","","4.8","","96.06","","","","-5","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 14:00","1967","04","17","14:00","-1.1","","-2.2","","91","","34","","13","","8.0","","96.20","","","","-5","","Snow,Ice Pellets"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 15:00","1967","04","17","15:00","-1.1","","-2.2","","93","","34","","10","","0.8","","96.32","","","","-5","","Moderate Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 16:00","1967","04","17","16:00","-1.1","","-2.2","","93","","34","","13","","0.8","","96.46","","","","-5","","Moderate Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 17:00","1967","04","17","17:00","-1.1","","-2.2","","92","","34","","13","","4.8","","96.59","","","","-5","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 18:00","1967","04","17","18:00","-1.1","","-2.2","","91","","34","","14","","12.9","","96.68","","","","-6","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 19:00","1967","04","17","19:00","-0.6","","-2.2","","88","","34","","16","","24.1","","96.77","","","","-5","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 20:00","1967","04","17","20:00","-0.6","","-2.2","","88","","34","","16","","24.1","","96.86","","","","-5","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 21:00","1967","04","17","21:00","-1.1","","-2.8","","87","","36","","10","","24.1","","96.99","","","","-5","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 22:00","1967","04","17","22:00","-1.1","","-2.8","","88","","36","","10","","24.1","","97.06","","","","-5","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-17 23:00","1967","04","17","23:00","-1.7","","-2.8","","90","","36","","6","","24.1","","97.12","","","","-4","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 00:00","1967","04","18","00:00","-1.7","","-3.3","","89","","34","","10","","24.1","","97.18","","","","-5","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 01:00","1967","04","18","01:00","-1.7","","-3.3","","87","","32","","10","","24.1","","97.24","","","","-5","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 02:00","1967","04","18","02:00","-1.7","","-3.3","","88","","36","","13","","24.1","","97.28","","","","-6","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 03:00","1967","04","18","03:00","-2.2","","-3.9","","89","","34","","10","","24.1","","97.35","","","","-6","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 04:00","1967","04","18","04:00","-2.2","","-3.3","","91","","36","","10","","24.1","","97.43","","","","-6","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 05:00","1967","04","18","05:00","-2.8","","-4.4","","88","","36","","10","","24.1","","97.48","","","","-7","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 06:00","1967","04","18","06:00","-2.8","","-4.4","","89","","36","","10","","24.1","","97.56","","","","-7","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 07:00","1967","04","18","07:00","-2.8","","-4.4","","88","","34","","13","","24.1","","97.61","","","","-7","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 08:00","1967","04","18","08:00","-2.8","","-3.9","","91","","36","","10","","24.1","","97.66","","","","-7","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 09:00","1967","04","18","09:00","-2.2","","-3.9","","88","","36","","6","","24.1","","97.74","","","","-5","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 10:00","1967","04","18","10:00","-1.7","","-3.9","","86","","36","","10","","24.1","","97.80","","","","-5","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 11:00","1967","04","18","11:00","-1.1","","-3.3","","83","","36","","10","","24.1","","97.84","","","","-5","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 12:00","1967","04","18","12:00","-0.6","","-3.9","","80","","32","","6","","24.1","","97.86","","","","-3","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 13:00","1967","04","18","13:00","0.0","","-2.8","","83","","36","","6","","24.1","","97.88","","","","-2","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 14:00","1967","04","18","14:00","1.1","","-2.2","","80","","34","","6","","24.1","","97.90","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 15:00","1967","04","18","15:00","1.1","","-1.7","","82","","32","","6","","24.1","","97.92","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 16:00","1967","04","18","16:00","1.7","","-0.6","","87","","27","","6","","24.1","","97.89","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 17:00","1967","04","18","17:00","1.7","","-0.6","","84","","34","","5","","24.1","","97.92","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 18:00","1967","04","18","18:00","1.7","","-1.1","","82","","","","0","","24.1","","97.87","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 19:00","1967","04","18","19:00","1.7","","-0.6","","84","","23","","6","","24.1","","97.86","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 20:00","1967","04","18","20:00","0.6","","-0.6","","92","","23","","3","","24.1","","97.88","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 21:00","1967","04","18","21:00","-0.6","","-1.7","","94","","23","","3","","24.1","","97.92","","","","-2","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 22:00","1967","04","18","22:00","-1.7","","-2.2","","94","","23","","3","","24.1","","97.89","","","","-3","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-18 23:00","1967","04","18","23:00","-1.1","","-1.7","","98","","27","","5","","1.6","","97.93","","","","-3","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 00:00","1967","04","19","00:00","-1.1","","-1.7","","97","","29","","3","","0.8","","97.93","","","","-2","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 01:00","1967","04","19","01:00","-1.1","","-1.7","","97","","27","","6","","0.4","","98.02","","","","-3","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 02:00","1967","04","19","02:00","-1.1","","-1.7","","96","","","","0","","0.4","","98.02","","","","","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 03:00","1967","04","19","03:00","-1.1","","-1.7","","97","","14","","5","","0.4","","98.01","","","","-3","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 04:00","1967","04","19","04:00","-1.7","","-2.2","","96","","18","","3","","0.4","","98.04","","","","-3","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 05:00","1967","04","19","05:00","-1.7","","-2.2","","96","","14","","3","","0.8","","98.04","","","","-3","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 06:00","1967","04","19","06:00","-1.7","","-2.2","","96","","11","","6","","0.8","","98.04","","","","-4","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 07:00","1967","04","19","07:00","-1.7","","-2.2","","96","","14","","6","","0.8","","98.04","","","","-4","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 08:00","1967","04","19","08:00","-1.1","","-1.7","","96","","14","","10","","4.8","","98.04","","","","-5","","Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 09:00","1967","04","19","09:00","0.0","","-0.6","","94","","14","","6","","16.1","","98.02","","","","-2","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 10:00","1967","04","19","10:00","1.1","","0.6","","95","","11","","10","","24.1","","97.98","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 11:00","1967","04","19","11:00","2.8","","-0.6","","80","","16","","10","","24.1","","97.94","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 12:00","1967","04","19","12:00","5.0","","1.1","","77","","16","","16","","24.1","","97.88","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 13:00","1967","04","19","13:00","6.1","","1.7","","72","","16","","10","","24.1","","97.84","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 14:00","1967","04","19","14:00","7.8","","3.9","","76","","16","","13","","24.1","","97.82","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 15:00","1967","04","19","15:00","10.0","","5.0","","70","","16","","16","","24.1","","97.74","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 16:00","1967","04","19","16:00","10.6","","2.2","","57","","14","","13","","24.1","","97.66","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 17:00","1967","04","19","17:00","11.7","","2.2","","52","","16","","16","","24.1","","97.56","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 18:00","1967","04","19","18:00","11.7","","1.1","","48","","16","","13","","24.1","","97.50","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 19:00","1967","04","19","19:00","10.6","","-0.6","","46","","14","","13","","24.1","","97.43","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 20:00","1967","04","19","20:00","7.8","","-1.1","","53","","11","","6","","24.1","","97.38","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 21:00","1967","04","19","21:00","6.1","","-2.8","","54","","14","","10","","24.1","","97.38","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 22:00","1967","04","19","22:00","5.0","","-3.3","","56","","14","","10","","24.1","","97.35","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-19 23:00","1967","04","19","23:00","4.4","","-2.2","","61","","11","","6","","24.1","","97.32","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 00:00","1967","04","20","00:00","3.3","","-2.2","","66","","11","","6","","24.1","","97.28","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 01:00","1967","04","20","01:00","2.2","","-3.3","","67","","14","","6","","24.1","","97.25","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 02:00","1967","04","20","02:00","1.7","","-3.3","","68","","9","","13","","24.1","","97.19","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 03:00","1967","04","20","03:00","1.7","","-3.3","","68","","11","","8","","24.1","","97.15","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 04:00","1967","04","20","04:00","1.7","","-3.3","","68","","14","","6","","24.1","","97.06","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 05:00","1967","04","20","05:00","1.7","","-3.3","","68","","11","","6","","24.1","","96.99","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 06:00","1967","04","20","06:00","1.1","","-3.9","","69","","14","","10","","24.1","","96.90","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 07:00","1967","04","20","07:00","1.1","","-3.3","","72","","14","","13","","24.1","","96.82","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 08:00","1967","04","20","08:00","2.2","","-2.8","","70","","14","","14","","24.1","","96.72","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 09:00","1967","04","20","09:00","3.3","","-1.7","","69","","11","","18","","24.1","","96.60","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 10:00","1967","04","20","10:00","5.0","","-0.6","","66","","11","","16","","24.1","","96.50","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 11:00","1967","04","20","11:00","5.6","","-0.6","","65","","14","","16","","24.1","","96.46","","","","","","Cloudy"
